trainer/global_step,_step,_runtime,lr-SGD,_timestamp,epoch,loss/train_step,acc/val,loss/val,acc/train_epoch,loss/train_epoch,acc/test,loss/test
49,0,68.696977936,1e-05,1736029707.7728705,,,,,,,,
49,1,68.806032791,,1736029707.8820295,0.0,0.0270241592079401,,,,,,
99,2,74.863490598,1e-05,1736029713.9392502,,,,,,,,
99,3,74.975927226,,1736029714.0518925,0.0,0.03356384113430977,,,,,,
140,4,83.071843333,,1736029722.1477842,0.0,,0.9700000286102295,0.10898783057928085,,,,
140,5,104.325514676,,1736029743.3711832,0.0,,,,0.9808889031410217,0.07384179532527924,,
141,6,109.994657595,,1736029749.070564,1.0,,,,,,0.9760000109672546,0.09891799837350845
