trainer/global_step,_step,_runtime,lr-SGD,_timestamp,epoch,loss/train_step,acc/val,loss/val,acc/train_epoch,loss/train_epoch
1649,65,223.478812511,,1735780548.7971573,0.0,1.1207555532455444,,,,
1699,66,229.159254853,1e-05,1735780554.4775434,,,,,,
1699,67,229.267740612,,1735780554.5860915,0.0,0.7261672019958496,,,,
1749,68,234.95709872,1e-05,1735780560.275382,,,,,,
1749,69,235.065544153,,1735780560.3838892,0.0,0.6810170412063599,,,,
1799,70,240.745925423,1e-05,1735780566.0642161,,,,,,
1799,71,240.8544049,,1735780566.1727037,0.0,1.0604575872421265,,,,
1849,72,246.544233774,1e-05,1735780571.8624527,,,,,,
1849,73,246.652645023,,1735780571.9709947,0.0,0.9209887981414795,,,,
1899,74,252.332576673,1e-05,1735780577.6508248,,,,,,
1899,75,252.441008099,,1735780577.759395,0.0,1.0672471523284912,,,,
1949,76,258.128925772,1e-05,1735780583.4471674,,,,,,
1949,77,258.237362749,,1735780583.5557067,0.0,0.9836462140083313,,,,
1999,78,263.920015215,1e-05,1735780589.2382748,,,,,,
1999,79,264.028554834,,1735780589.3468535,0.0,0.6159756779670715,,,,
2049,80,269.714458324,1e-05,1735780595.03272,,,,,,
2049,81,269.822821912,,1735780595.1411424,0.0,0.7076702117919922,,,,
2099,82,275.510568505,1e-05,1735780600.8287702,,,,,,
2099,83,275.619070513,,1735780600.9373894,0.0,0.6073994636535645,,,,
2133,84,288.02950789,,1735780613.3477302,0.0,,0.7856000065803528,0.7829811573028564,,
2133,85,306.022106058,,1735780631.3404713,0.0,,,,0.6828310489654541,1.1215814352035522
2149,86,309.641416632,1e-05,1735780634.959594,,,,,,
2149,87,309.750011953,,1735780635.0682883,1.0,0.8778241276741028,,,,
2199,88,315.428199708,1e-05,1735780640.7464619,,,,,,
2199,89,315.536783006,,1735780640.8550897,1.0,0.8016645908355713,,,,
2249,90,321.222155632,1e-05,1735780646.5404289,,,,,,
2249,91,321.330579231,,1735780646.648912,1.0,0.5958153605461121,,,,
2299,92,327.017350399,1e-05,1735780652.3356442,,,,,,
2299,93,327.12548252,,1735780652.4437973,1.0,1.3208513259887695,,,,
2349,94,332.815274261,1e-05,1735780658.133516,,,,,,
2349,95,332.923743705,,1735780658.2420855,1.0,0.5752058625221252,,,,
2399,96,338.613033603,1e-05,1735780663.9313006,,,,,,
2399,97,338.721587195,,1735780664.0399108,1.0,0.5279578566551208,,,,
2449,98,344.410921134,1e-05,1735780669.7291582,,,,,,
2449,99,344.519525641,,1735780669.8378713,1.0,1.2502048015594482,,,,
2499,100,350.213962258,1e-05,1735780675.532144,,,,,,
2499,101,350.322385986,,1735780675.6407037,1.0,0.7690898180007935,,,,
2549,102,356.011690629,1e-05,1735780681.3299117,,,,,,
2549,103,356.120154131,,1735780681.4384623,1.0,0.5149524211883545,,,,
2599,104,361.810103702,1e-05,1735780687.1283598,,,,,,
2599,105,361.918199574,,1735780687.236508,1.0,0.6759018301963806,,,,
2649,106,367.612442165,1e-05,1735780692.9306936,,,,,,
2649,107,367.720915897,,1735780693.0392485,1.0,0.7894336581230164,,,,
2699,108,373.418288236,1e-05,1735780698.7365465,,,,,,
2699,109,373.526828331,,1735780698.845132,1.0,0.7153828740119934,,,,
2749,110,379.215249685,1e-05,1735780704.5334606,,,,,,
2749,111,379.32417398,,1735780704.6424835,1.0,0.8403998017311096,,,,
2799,112,385.015772812,1e-05,1735780710.3339882,,,,,,
2799,113,385.124372018,,1735780710.442716,1.0,1.0239506959915161,,,,
2849,114,390.819711153,1e-05,1735780716.1379397,,,,,,
2849,115,390.928379829,,1735780716.2467084,1.0,0.9669093489646912,,,,
2899,116,396.614216576,1e-05,1735780721.9324114,,,,,,
2899,117,396.722536177,,1735780722.0408692,1.0,0.5939921736717224,,,,
2949,118,402.406741474,1e-05,1735780727.72497,,,,,,
2949,119,402.515365215,,1735780727.8336866,1.0,0.5766248106956482,,,,
2999,120,408.214204815,1e-05,1735780733.5324862,,,,,,
2999,121,408.322957047,,1735780733.6412714,1.0,0.7722535133361816,,,,
3049,122,414.013053362,1e-05,1735780739.3313408,,,,,,
3049,123,414.121621488,,1735780739.43991,1.0,0.6559855341911316,,,,
3099,124,419.800545974,1e-05,1735780745.1187932,,,,,,
3099,125,419.90857028,,1735780745.2269282,1.0,0.6691657304763794,,,,
3149,126,425.591370074,1e-05,1735780750.9095595,,,,,,
3149,127,425.699760907,,1735780751.0180821,1.0,1.0475965738296509,,,,
3199,128,431.385216972,1e-05,1735780756.7034256,,,,,,
3199,129,431.493356114,,1735780756.8116722,1.0,0.9775267839431763,,,,
3249,130,437.184120112,1e-05,1735780762.5023365,,,,,,
3249,131,437.292575908,,1735780762.6108658,1.0,0.5063961744308472,,,,
3299,132,442.983324338,1e-05,1735780768.3015442,,,,,,
3299,133,443.091813426,,1735780768.41012,1.0,0.9657895565032959,,,,
3349,134,448.790499762,1e-05,1735780774.108748,,,,,,
3349,135,448.899013596,,1735780774.2173102,1.0,0.7018746137619019,,,,
3399,136,454.588735754,1e-05,1735780779.9069345,,,,,,
3399,137,454.696908768,,1735780780.0152133,1.0,0.6804293990135193,,,,
3449,138,460.390697052,1e-05,1735780785.7089164,,,,,,
3449,139,460.498660023,,1735780785.8170297,1.0,0.8320018649101257,,,,
3499,140,466.192725327,1e-05,1735780791.5109835,,,,,,
3499,141,466.301183365,,1735780791.6194928,1.0,0.5609549283981323,,,,
3549,142,471.995628564,1e-05,1735780797.3137927,,,,,,
3549,143,472.103979381,,1735780797.4223258,1.0,0.4742065966129303,,,,
3599,144,477.794746243,1e-05,1735780803.1129694,,,,,,
3599,145,477.903382776,,1735780803.2217393,1.0,0.6796259880065918,,,,
3649,146,483.600251752,1e-05,1735780808.9184666,,,,,,
3649,147,483.708655198,,1735780809.0269845,1.0,0.7385959625244141,,,,
3699,148,489.402335746,1e-05,1735780814.7205877,,,,,,
3699,149,489.510852965,,1735780814.8292162,1.0,0.5645684599876404,,,,
3749,150,495.204819662,1e-05,1735780820.5230546,,,,,,
3749,151,495.313151493,,1735780820.631538,1.0,0.4544294476509094,,,,
3799,152,501.002958893,1e-05,1735780826.3211699,,,,,,
3799,153,501.111322183,,1735780826.4296508,1.0,0.8390910029411316,,,,
3849,154,506.802611022,1e-05,1735780832.120794,,,,,,
3849,155,506.911339897,,1735780832.2296128,1.0,0.4501013159751892,,,,
3899,156,512.602212678,1e-05,1735780837.9204385,,,,,,
3899,157,512.710672389,,1735780838.0290084,1.0,0.6804604530334473,,,,
3949,158,518.40484517,1e-05,1735780843.723081,,,,,,
3949,159,518.513250037,,1735780843.8315709,1.0,0.6376620531082153,,,,
3999,160,524.193247059,1e-05,1735780849.5114627,,,,,,
3999,161,524.30126452,,1735780849.6196156,1.0,0.8999718427658081,,,,
4049,162,529.983059004,1e-05,1735780855.3012595,,,,,,
4049,163,530.091747563,,1735780855.4100819,1.0,0.3683493733406067,,,,
4099,164,535.772128599,1e-05,1735780861.0903258,,,,,,
4099,165,535.880845381,,1735780861.1991515,1.0,0.5606439709663391,,,,
4149,166,541.577042367,1e-05,1735780866.8952408,,,,,,
4149,167,541.68509885,,1735780867.0034697,1.0,0.5748605132102966,,,,
4199,168,547.376804877,1e-05,1735780872.6950512,,,,,,
4199,169,547.485230654,,1735780872.8035262,1.0,0.706372857093811,,,,
4249,170,553.172907528,1e-05,1735780878.490935,,,,,,
4249,171,553.281115576,,1735780878.5994194,1.0,0.5567412376403809,,,,
4267,172,563.842794353,,1735780889.161039,1.0,,0.847000002861023,0.5937915444374084,,
4267,173,582.037389118,,1735780907.3556068,1.0,,,,0.8178062438964844,0.6782423853874207
4299,174,587.494371052,1e-05,1735780912.8125095,,,,,,
4299,175,587.602854505,,1735780912.9211824,2.0,0.6398892402648926,,,,
4349,176,593.285894085,1e-05,1735780918.6041458,,,,,,
4349,177,593.394247013,,1735780918.7125618,2.0,0.694193959236145,,,,
4399,178,599.08655726,1e-05,1735780924.4047267,,,,,,
4399,179,599.195107098,,1735780924.5134518,2.0,0.5515011548995972,,,,
4449,180,604.883289908,1e-05,1735780930.2014923,,,,,,
4449,181,604.991774794,,1735780930.3101504,2.0,0.5437789559364319,,,,
4499,182,610.672003362,1e-05,1735780935.9902496,,,,,,
4499,183,610.78071353,,1735780936.0989907,2.0,0.4085597097873688,,,,
4549,184,616.472882082,1e-05,1735780941.7911396,,,,,,
4549,185,616.581580938,,1735780941.8998632,2.0,0.6035336852073669,,,,
4599,186,622.265468214,1e-05,1735780947.5837371,,,,,,
4599,187,622.374079176,,1735780947.6923761,2.0,0.44475647807121277,,,,
4649,188,628.064798547,1e-05,1735780953.3829985,,,,,,
4649,189,628.173352071,,1735780953.4916968,2.0,0.5479372143745422,,,,
4699,190,633.866428445,1e-05,1735780959.1847155,,,,,,
4699,191,633.975159722,,1735780959.2934353,2.0,0.6056089401245117,,,,
4749,192,639.664413733,1e-05,1735780964.9826243,,,,,,
4749,193,639.772824479,,1735780965.0911746,2.0,0.49895092844963074,,,,
4799,194,645.459708009,1e-05,1735780970.7779646,,,,,,
4799,195,645.568188375,,1735780970.886506,2.0,0.35894083976745605,,,,
4849,196,651.262125895,1e-05,1735780976.5803885,,,,,,
4849,197,651.370666935,,1735780976.689017,2.0,0.260994017124176,,,,
4899,198,657.059689514,1e-05,1735780982.377933,,,,,,
4899,199,657.168349276,,1735780982.4866822,2.0,0.2672761380672455,,,,
4949,200,662.848328561,1e-05,1735780988.1665485,,,,,,
4949,201,662.956868679,,1735780988.2751608,2.0,0.38267433643341064,,,,
4999,202,668.64484841,1e-05,1735780993.9630299,,,,,,
4999,203,668.753236102,,1735780994.071527,2.0,0.6685757637023926,,,,
5049,204,674.439910881,1e-05,1735780999.7581873,,,,,,
5049,205,674.548471757,,1735780999.8667846,2.0,1.0552582740783691,,,,
5099,206,680.231798552,1e-05,1735781005.5499845,,,,,,
5099,207,680.340162078,,1735781005.6584835,2.0,0.6293126940727234,,,,
5149,208,686.031784372,1e-05,1735781011.3500683,,,,,,
5149,209,686.14025533,,1735781011.458568,2.0,0.6713034510612488,,,,
5199,210,691.827506963,1e-05,1735781017.1457605,,,,,,
5199,211,691.935884445,,1735781017.2542462,2.0,0.6914142370223999,,,,
5249,212,697.63010996,1e-05,1735781022.9483142,,,,,,
5249,213,697.738266237,,1735781023.0566068,2.0,0.9470560550689697,,,,
5299,214,703.431939841,1e-05,1735781028.7502377,,,,,,
5299,215,703.540529561,,1735781028.8588288,2.0,0.6318928599357605,,,,
5349,216,709.233055738,1e-05,1735781034.5512862,,,,,,
5349,217,709.341493292,,1735781034.6597953,2.0,0.45772188901901245,,,,
5399,218,715.041988376,1e-05,1735781040.3602364,,,,,,
5399,219,715.150619103,,1735781040.4689322,2.0,0.5567966103553772,,,,
5449,220,720.837053216,1e-05,1735781046.155309,,,,,,
5449,221,720.945543128,,1735781046.2638469,2.0,0.4677923917770386,,,,
5499,222,726.64180843,1e-05,1735781051.9600537,,,,,,
5499,223,726.750224104,,1735781052.068567,2.0,0.8312826156616211,,,,
5549,224,732.44565715,1e-05,1735781057.7638607,,,,,,
5549,225,732.554290832,,1735781057.8725994,2.0,0.3206034004688263,,,,
5599,226,738.243382352,1e-05,1735781063.5616312,,,,,,
5599,227,738.351387706,,1735781063.6696916,2.0,0.39174336194992065,,,,
5649,228,744.038590078,1e-05,1735781069.3568358,,,,,,
5649,229,744.14663164,,1735781069.4649498,2.0,0.7854036092758179,,,,
5699,230,749.833533744,1e-05,1735781075.1517298,,,,,,
5699,231,749.942143571,,1735781075.2604518,2.0,0.3347647786140442,,,,
5749,232,755.636807114,1e-05,1735781080.9550085,,,,,,
5749,233,755.745273993,,1735781081.0635934,2.0,0.7537693977355957,,,,
5799,234,761.435281631,1e-05,1735781086.7534826,,,,,,
5799,235,761.543768678,,1735781086.8621256,2.0,0.545488715171814,,,,
5849,236,767.239102648,1e-05,1735781092.557391,,,,,,
5849,237,767.347835435,,1735781092.666186,2.0,0.3754197061061859,,,,
5899,238,773.036656769,1e-05,1735781098.3548427,,,,,,
5899,239,773.14521566,,1735781098.4635227,2.0,0.47994303703308105,,,,
5949,240,778.842553718,1e-05,1735781104.1608126,,,,,,
5949,241,778.951052397,,1735781104.2694118,2.0,0.6275374889373779,,,,
5999,242,784.647892066,1e-05,1735781109.9661412,,,,,,
5999,243,784.756498466,,1735781110.0748184,2.0,0.35028839111328125,,,,
6049,244,790.450289154,1e-05,1735781115.7685182,,,,,,
6049,245,790.558698925,,1735781115.8770535,2.0,0.430282860994339,,,,
6099,246,796.253000185,1e-05,1735781121.5712788,,,,,,
6099,247,796.361570046,,1735781121.679927,2.0,0.5242259502410889,,,,
6149,248,802.050590971,1e-05,1735781127.3688772,,,,,,
6149,249,802.159224281,,1735781127.4775383,2.0,0.3925991654396057,,,,
6199,250,807.850812265,1e-05,1735781133.1690295,,,,,,
6199,251,807.959507211,,1735781133.277434,2.0,0.2710070312023163,,,,
6249,252,813.649660059,1e-05,1735781138.9678614,,,,,,
6249,253,813.758039272,,1735781139.0763545,2.0,0.4941072463989258,,,,
6299,254,819.442822718,1e-05,1735781144.7610655,,,,,,
6299,255,819.551359877,,1735781144.8692422,2.0,0.3280811309814453,,,,
6349,256,825.242284985,1e-05,1735781150.5604675,,,,,,
6349,257,825.350972536,,1735781150.6692655,2.0,0.4308066666126251,,,,
6399,258,831.050209385,1e-05,1735781156.3684707,,,,,,
6399,259,831.158702622,,1735781156.4770215,2.0,0.4404798746109009,,,,
6401,260,839.890572184,,1735781165.2088053,2.0,,0.8709999918937683,0.5148959755897522,,
6401,261,857.855358374,,1735781183.1735885,2.0,,,,0.8574651479721069,0.547352135181427
6449,262,865.186570992,1e-05,1735781190.5047238,,,,,,
6449,263,865.295279453,,1735781190.61358,3.0,0.3874214291572571,,,,
6499,264,870.973690362,1e-05,1735781196.2918658,,,,,,
6499,265,871.082297412,,1735781196.4006152,3.0,0.48148244619369507,,,,
6549,266,876.770926387,1e-05,1735781202.0891716,,,,,,
6549,267,876.879459368,,1735781202.197776,3.0,0.5262719988822937,,,,
6599,268,882.564528444,1e-05,1735781207.8827848,,,,,,
6599,269,882.673074269,,1735781207.9913805,3.0,0.7447265386581421,,,,
6649,270,888.359896228,1e-05,1735781213.6781778,,,,,,
6649,271,888.468375739,,1735781213.7866857,3.0,0.4363136291503906,,,,
6699,272,894.164332153,1e-05,1735781219.4826171,,,,,,
6699,273,894.273065359,,1735781219.591419,3.0,0.3930526077747345,,,,
6749,274,899.959840623,1e-05,1735781225.2781055,,,,,,
6749,275,900.068121791,,1735781225.386455,3.0,0.4654029607772827,,,,
6799,276,905.749731195,1e-05,1735781231.0679758,,,,,,
6799,277,905.857881098,,1735781231.1762302,3.0,0.9420068860054016,,,,
6849,278,911.561924173,1e-05,1735781236.8801825,,,,,,
6849,279,911.670467784,,1735781236.9887788,3.0,0.6323159337043762,,,,
6899,280,917.374660096,1e-05,1735781242.6928394,,,,,,
6899,281,917.483182206,,1735781242.8014965,3.0,0.2780180871486664,,,,
6949,282,923.185768573,1e-05,1735781248.5039887,,,,,,
6949,283,923.294493403,,1735781248.6128504,3.0,0.39372754096984863,,,,
6999,284,928.997293006,1e-05,1735781254.3155253,,,,,,
6999,285,929.105847868,,1735781254.4242008,3.0,0.6654567718505859,,,,
7049,286,934.805654115,1e-05,1735781260.1238995,,,,,,
7049,287,934.914169342,,1735781260.2325284,3.0,0.6151542663574219,,,,
7099,288,940.614977474,1e-05,1735781265.9332373,,,,,,
7099,289,940.723297605,,1735781266.0416064,3.0,0.28490138053894043,,,,
7149,290,946.421140563,1e-05,1735781271.7393599,,,,,,
7149,291,946.530628063,,1735781271.848916,3.0,0.4971645772457123,,,,
7199,292,952.224567258,1e-05,1735781277.5427995,,,,,,
7199,293,952.333139091,,1735781277.651486,3.0,0.4276544749736786,,,,
7249,294,958.025924941,1e-05,1735781283.3441336,,,,,,
7249,295,958.13401472,,1735781283.4523451,3.0,0.3039485514163971,,,,
7299,296,963.817236462,1e-05,1735781289.1354785,,,,,,
7299,297,963.925759794,,1735781289.244069,3.0,0.5187946557998657,,,,
7349,298,969.629617778,1e-05,1735781294.9478116,,,,,,
7349,299,969.738163201,,1735781295.0564592,3.0,0.441459983587265,,,,
7399,300,975.441466842,1e-05,1735781300.7597125,,,,,,
7399,301,975.550096864,,1735781300.8684444,3.0,0.2999073565006256,,,,
7449,302,981.248107407,1e-05,1735781306.5663931,,,,,,
7449,303,981.356669341,,1735781306.6750066,3.0,0.5107888579368591,,,,
7499,304,987.059877326,1e-05,1735781312.378161,,,,,,
7499,305,987.168057504,,1735781312.4863641,3.0,0.5449576377868652,,,,
