trainer/global_step,_step,_runtime,lr-SGD,_timestamp,epoch,loss/train_step,acc/val,loss/val,acc/train_epoch,loss/train_epoch,acc/test,loss/test
49,0,45.718120744,1e-05,1736023518.2810352,,,,,,,,
49,1,45.832724896,,1736023518.3938527,0.0,2.0688064098358154,,,,,,
99,2,51.982044787,1e-05,1736023524.5456572,,,,,,,,
99,3,52.091284494,,1736023524.6549268,0.0,2.1882941722869873,,,,,,
126,4,58.574845662,,1736023531.1384804,0.0,,0.49223947525024414,1.9429162740707397,,,,
126,5,80.114485769,,1736023552.6782851,0.0,,,,0.4530903697013855,2.0498099327087402,,
127,6,85.917002666,,1736023558.4806125,1.0,,,,,,0.5077605247497559,1.9527111053466797
