trainer/global_step,_step,_runtime,lr-Adam,_timestamp,epoch,loss/train_step,acc/val,loss/val,acc/train_epoch,loss/train_epoch,acc/test,loss/test
49,0,34.345255433,1e-05,1736275765.1535795,,,,,,,,
49,1,34.459762347,,1736275765.2683423,0.0,0.7304370403289795,,,,,,
99,2,40.438730109,1e-05,1736275771.2472847,,,,,,,,
99,3,40.552824521,,1736275771.3614247,0.0,1.2416744232177734,,,,,,
126,4,46.288945613,,1736275777.097483,0.0,,0.7494456768035889,0.9087514281272888,,,,
126,5,85.70256585,,1736275816.4808667,0.0,,,,0.6670770645141602,1.1693822145462036,,
149,6,90.436303417,1e-05,1736275821.2447338,,,,,,,,
149,7,90.55147849,,1736275821.3600688,1.0,0.2770403325557709,,,,,,
199,8,96.515181788,1e-05,1736275827.3237457,,,,,,,,
199,9,96.629407132,,1736275827.4380274,1.0,0.19525295495986938,,,,,,
249,10,102.591467794,1e-05,1736275833.4000251,,,,,,,,
249,11,102.705771549,,1736275833.5144124,1.0,0.48075857758522034,,,,,,
253,12,105.663071487,,1736275836.4715078,1.0,,0.8004434704780579,0.6777169704437256,,,,
253,13,145.948851603,,1736275876.7573545,1.0,,,,0.8591479659080505,0.45244431495666504,,
299,14,153.664813839,1e-05,1736275884.4732306,,,,,,,,
299,15,153.779386406,,1736275884.5878632,2.0,0.09430929273366928,,,,,,
349,16,159.796527626,1e-05,1736275890.6050563,,,,,,,,
349,17,159.910378102,,1736275890.718923,2.0,0.1388688087463379,,,,,,
380,18,166.035279146,,1736275896.84384,2.0,,0.8048780560493469,0.8123580813407898,,,,
380,19,205.859778034,,1736275936.668223,2.0,,,,0.9332676529884338,0.21602003276348114,,
399,20,210.107591335,1e-05,1736275940.9160292,,,,,,,,
399,21,210.221896439,,1736275941.0305378,3.0,0.10653406381607056,,,,,,
449,22,216.197179957,1e-05,1736275947.0056994,,,,,,,,
449,23,216.311005695,,1736275947.1195917,3.0,0.03139751777052879,,,,,,
499,24,222.290645772,1e-05,1736275953.0992508,,,,,,,,
499,25,222.404800172,,1736275953.2134001,3.0,0.07194684445858002,,,,,,
507,26,225.763846194,,1736275956.5723753,3.0,,0.7671840190887451,0.9767606854438782,,,,
507,27,264.876643732,,1736275995.6851668,3.0,,,,0.9576458930969238,0.13804785907268524,,
549,28,272.079600195,1e-05,1736276002.888008,,,,,,,,
549,29,272.193705703,,1736276003.0022845,4.0,0.037927549332380295,,,,,,
599,30,278.181803393,1e-05,1736276008.9902966,,,,,,,,
599,31,278.296639887,,1736276009.1051202,4.0,0.19354628026485443,,,,,,
634,32,284.877973864,,1736276015.6864924,4.0,,0.7915742993354797,0.9402145743370056,,,,
634,33,324.316809567,,1736276055.1252563,4.0,,,,0.9625707864761353,0.1196591705083847,,
649,34,328.069924108,1e-05,1736276058.8782923,,,,,,,,
649,35,328.18396227,,1736276058.9924889,5.0,0.2065911740064621,,,,,,
699,36,334.182072682,1e-05,1736276064.9905844,,,,,,,,
699,37,334.296217159,,1736276065.1047142,5.0,0.0451507605612278,,,,,,
