trainer/global_step,_step,_runtime,lr-Adam,_timestamp,epoch,loss/train_step,acc/val,loss/val,acc/train_epoch,loss/train_epoch,acc/test,loss/test
49,0,36.727306763,1e-05,1736390147.071772,,,,,,,,
49,1,36.84134063,,1736390147.1859689,0.0,0.12180296331644058,,,,,,
99,2,42.781559959,1e-05,1736390153.1261334,,,,,,,,
99,3,42.895065512,,1736390153.239713,0.0,0.3628026247024536,,,,,,
149,4,48.855812418,1e-05,1736390159.200381,,,,,,,,
149,5,48.969813348,,1736390159.3144836,0.0,0.07080065459012985,,,,,,
199,6,54.920033599,1e-05,1736390165.2645323,,,,,,,,
199,7,55.034080503,,1736390165.3787403,0.0,0.10833749920129776,,,,,,
249,8,60.989876925,1e-05,1736390171.3344166,,,,,,,,
249,9,61.104036218,,1736390171.4486907,0.0,0.1976213902235031,,,,,,
299,10,67.06177604,1e-05,1736390177.406343,,,,,,,,
299,11,67.175762286,,1736390177.5204234,0.0,0.10192964971065521,,,,,,
349,12,73.125960505,1e-05,1736390183.4704776,,,,,,,,
349,13,73.239971576,,1736390183.5846138,0.0,0.12411237508058548,,,,,,
399,14,79.195374003,1e-05,1736390189.5399325,,,,,,,,
399,15,79.309146213,,1736390189.6536999,0.0,0.6002553701400757,,,,,,
449,16,85.278938881,1e-05,1736390195.6235044,,,,,,,,
449,17,85.393102053,,1736390195.737713,0.0,0.08503960072994232,,,,,,
499,18,91.363321468,1e-05,1736390201.7079017,,,,,,,,
499,19,91.477831018,,1736390201.8224533,0.0,0.07420189678668976,,,,,,
549,20,97.450291477,1e-05,1736390207.7948592,,,,,,,,
549,21,97.564508796,,1736390207.909135,0.0,0.011285703629255295,,,,,,
599,22,103.531540444,1e-05,1736390213.876082,,,,,,,,
599,23,103.645704411,,1736390213.9903743,0.0,0.17006008327007294,,,,,,
649,24,109.617689872,1e-05,1736390219.9622285,,,,,,,,
649,25,109.731934709,,1736390220.0765529,0.0,0.027439050376415253,,,,,,
699,26,115.702747885,1e-05,1736390226.0473194,,,,,,,,
699,27,115.816773979,,1736390226.161439,0.0,0.20062106847763062,,,,,,
749,28,121.781845741,1e-05,1736390232.1263714,,,,,,,,
749,29,121.895781363,,1736390232.2404163,0.0,0.11614202708005905,,,,,,
799,30,127.861919351,1e-05,1736390238.206437,,,,,,,,
